224.5,16.5
223.5,36.5
218.5,56.5
222.5,61.5
227.5,76.5
231.5,91.5
239.5,108.5
245.5,120.5
253.5,134.5
260.5,146.5
262.5,164.5
261.5,183.5
263.5,195.5
271.5,213.5
273.5,226.5
268.5,236.5
262.5,251.5
254.5,266.5
241.5,278.5
226.5,291.5
214.5,300.5
206.5,313.5
189.5,321.5
186.5,323.5
169.5,327.5
147.5,320.5
129.5,316.5
115.5,319.5
85.5,318.5
68.5,323.5
49.5,327.5
29.5,334.5
33.5,311.5
32.5,290.5
27.5,279.5
20.5,254.5
27.5,238.5
24.5,221.5
26.5,203.5
26.5,189.5
26.5,181.5
18.5,168.5
12.5,158.5
12.5,147.5
9.5,126.5
15.5,114.5
38.5,98.5
49.5,87.5
83.5,79.5
102.5,72.5
126.5,64.5
138.5,49.5
149.5,36.5
159.5,25.5
178.5,17.5
196.5,9.5
212.5,9.5
224.5,16.5
