71.3,235.75
79.3,241.75
91.3,248.25
103.8,255.25
122.8,260.25
133.3,258.25
148.8,252.75
162.3,252.75
172.8,247.25
183.3,240.25
188.8,234.25
192.8,225.75
195.8,214.25
202.3,206.75
207.8,202.75
207.8,198.75
204.8,190.25
206.3,179.25
210.3,168.75
211.8,161.75
216.8,156.25
222.3,145.25
225.8,136.75
230.8,124.75
234.3,115.25
235.3,108.75
231.3,102.75
220.8,95.25
213.3,90.75
198.8,82.25
191.8,72.75
178.8,60.25
172.3,45.25
156.3,34.25
143.8,27.25
129.8,20.75
119.3,13.75
99.8,9.75
89.8,9.75
81.3,14.25
73.3,19.25
64.3,26.25
58.3,31.25
53.3,37.75
46.8,45.75
38.3,55.75
28.8,64.25
18.8,75.75
14.3,87.25
13.3,107.75
14.8,118.75
15.3,129.75
15.8,146.75
14.3,155.75
10.3,166.75
11.3,181.75
18.3,194.25
26.3,203.75
34.8,209.25
45.3,216.25
59.3,230.75
71.3,235.75
