94.5,250.5
116.5,245.5
138.5,227.5
159.5,215.5
171.5,202.5
189.5,185.5
199.5,169.5
219.5,142.5
247.5,116.5
277.5,93.5
301.5,74.5
321.5,59.5
326.5,42.5
329.5,26.5
320.5,25.5
291.5,24.5
275.5,17.5
263.5,9.5
248.5,17.5
224.5,24.5
212.5,33.5
190.5,39.5
185.5,47.5
153.5,60.5
149.5,69.5
136.5,74.5
120.5,79.5
105.5,84.5
95.5,94.5
75.5,99.5
59.5,100.5
43.5,100.5
26.5,101.5
15.5,106.5
9.5,115.5
15.5,122.5
26.5,127.5
37.5,133.5
50.5,142.5
60.5,145.5
65.5,156.5
63.5,170.5
61.5,179.5
63.5,192.5
59.5,200.5
60.5,209.5
52.5,224.5
50.5,234.5
54.5,242.5
57.5,252.5
68.5,253.5
80.5,253.5
94.5,250.5
