193.3,22.75
209.3,33.25
223.8,48.25
232.3,58.25
240.3,75.25
243.8,88.75
244.3,99.25
244.3,112.75
242.8,125.75
239.3,136.25
233.3,145.75
228.8,153.25
221.3,160.75
209.8,167.25
197.8,172.25
183.8,176.25
162.3,181.25
148.3,184.75
130.3,185.75
107.8,186.75
89.8,185.25
80.8,181.25
64.3,173.75
51.3,164.75
43.3,158.75
32.3,151.25
26.3,145.75
21.8,136.75
17.25,125.75
10.25,110.25
10.25,99.25
13.25,85.25
15.75,75.75
23.8,65.25
30.3,54.25
34.3,46.25
41.8,39.25
50.3,34.25
64.3,29.75
77.8,21.75
85.8,18.25
92.8,16.25
110.8,13.25
118.3,12.75
121.8,12.25
128.3,10.75
142.8,9.75
159.3,9.75
168.8,11.75
181.8,17.75
193.3,22.75
