146.38,9.63
131.88,11.63
117.38,13.13
104.88,22.63
91.38,29.13
75.88,37.63
63.88,45.13
47.88,55.13
39.88,61.63
29.88,70.63
22.88,76.63
10.38,87.13
10.38,101.13
12.88,121.13
15.38,135.13
17.88,151.13
21.38,163.13
33.88,171.63
49.88,180.63
65.38,186.13
78.38,188.13
86.88,188.13
114.38,187.13
133.38,188.63
146.38,192.13
164.4,191.13
181.4,193.63
191.4,192.13
201.9,177.63
210.9,172.13
219.9,161.13
226.4,153.13
231.4,143.13
233.4,137.63
237.9,126.63
243.9,106.63
242.4,92.13
234.9,73.63
228.4,61.13
223.4,53.63
215.4,39.63
207.4,27.13
192.9,16.13
178.4,12.63
166.9,10.63
146.38,9.63
