171.8,40.75
197.3,49.75
212.8,58.25
228.8,68.25
241.3,81.75
259.3,93.75
273.3,112.25
290.8,130.75
300.3,147.75
301.3,156.25
299.3,166.75
296.8,178.75
293.3,191.25
287.3,206.25
277.3,215.75
271.8,222.25
262.8,230.75
249.8,238.25
237.8,242.25
224.8,248.75
212.3,251.75
194.3,249.25
179.3,245.75
161.8,241.25
144.3,235.25
129.3,227.25
116.8,218.75
100.3,208.25
83.3,200.75
70.3,194.75
58.8,186.75
41.3,175.25
30.8,166.75
21.3,155.75
13.8,139.25
10.3,125.25
21.3,110.75
27.3,98.75
33.8,85.25
40.8,70.75
47.8,59.75
56.3,48.25
62.8,34.25
72.8,29.25
83.8,20.75
91.8,13.25
101.3,9.75
115.3,15.75
125.3,21.25
139.3,25.75
155.3,32.75
171.8,40.75
