133.3,91.75
130.9,94.45
129.8,95.75
127,99.15
123.9,101.13
122.1,103.13
119.6,105.63
116.9,107.88
114.6,109.88
111.9,111.13
111.7,113.95
108.8,116.25
105.7,117.62
103.3,118.75
96.9,119.38
96.6,115.88
95.9,113.13
92.1,112.63
88.63,113.38
88.38,108.63
90.38,105.38
92.6,102.38
94.4,99.13
96.9,96.13
98.1,92.38
100.8,89.25
102.8,87.57
105.4,85.39
109.5,82.04
112.3,79.75
115.2,78.35
117.3,77.35
120.8,75.75
124.7,74.96
128.3,74.25
129.1,75.77
130.3,78.15
132.3,81.75
131.4,85.21
131.9,86.95
133.3,91.75
