311.1,86.63
310.1,90.38
306.9,97.88
305.1,101.38
303.1,105.88
302.1,110.13
301.6,114.13
301.6,117.63
300.1,121.13
298.6,122.88
296.6,124.88
293.6,125.63
289.9,126.88
285.4,126.63
281.4,125.88
276.9,124.13
271.1,123.63
266.6,122.38
261.1,120.63
256.6,118.63
251.6,116.38
249.1,112.38
246.9,106.38
245.1,100.38
245.1,94.38
245.6,90.63
247.1,85.13
247.4,81.13
249.4,77.13
250.6,72.38
252.6,68.13
253.6,64.63
256.4,61.38
259.9,59.38
266.4,58.63
271.6,58.63
278.9,60.38
285.4,62.38
290.9,65.13
296.4,70.13
298.4,73.13
302.4,76.63
308.1,80.38
309.1,82.38
311.1,86.63
