141.3,27.75
149.8,33.25
164.3,40.75
174.8,46.75
186.8,52.25
196.3,59.25
205.3,65.75
211.3,73.25
213.3,83.25
212.8,95.75
212.3,105.25
211.3,113.75
207.8,124.25
204.3,133.75
198.3,142.75
192.8,146.25
179.3,153.25
168.3,157.25
154.8,155.75
142.8,155.75
132.8,155.75
120.3,151.25
109.8,148.25
101.8,146.75
91.3,145.75
78.3,143.25
67.8,141.25
56.3,136.25
44.3,131.75
32.3,127.25
22.3,120.25
18.3,112.75
14.8,97.75
12.3,77.75
11.3,61.25
9.8,54.25
16.8,43.75
22.8,38.75
36.8,34.25
47.3,29.75
54.8,22.75
62.3,14.75
71.3,10.25
84.3,10.25
98.3,13.25
107.3,16.25
125.3,24.25
141.3,27.75
