36.4,66.13
42.1,64.38
48.1,63.63
52.9,62.88
55.4,59.63
60.1,55.88
65.1,56.13
71.4,56.38
72.6,54.13
75.4,51.63
76.4,47.88
77.4,44.13
76.1,40.38
73.1,38.63
71.1,36.13
68.4,32.38
68.4,31.88
64.4,29.13
62.6,27.63
60.9,24.38
58.4,22.38
56.1,19.13
52.9,15.38
48.6,11.88
44.9,10.88
42.4,10.13
38.4,9.88
39.6,10.13
36.1,10.13
35.4,9.63
31.9,10.13
28.6,9.88
27.4,9.63
24.4,11.88
21.6,13.88
20.1,16.13
17.4,18.63
16.6,19.88
14.1,21.38
11.9,23.13
12.1,26.38
11.6,28.63
11.6,31.13
9.9,33.63
10.1,35.88
9.4,38.13
10.4,39.88
12.4,42.63
13.4,45.13
16.9,47.13
19.9,46.38
22.9,48.88
22.9,50.88
22.9,53.88
22.9,55.88
22.6,57.88
23.6,59.88
25.4,61.63
28.6,64.38
32.6,64.63
36.4,66.13
