31.3,20.75
37.8,17.75
49.3,13.25
58.3,10.75
63.3,10.25
69.3,12.25
73.8,18.25
80.3,26.75
90.3,37.75
92.8,49.25
98.3,58.75
104.3,67.75
108.8,78.25
108.8,86.25
106.3,94.75
103.3,106.25
105.3,114.25
101.8,123.25
97.3,130.25
96.8,135.75
93.8,140.75
91.8,142.25
86.8,141.75
80.8,141.25
72.3,141.25
69.3,136.75
60.8,130.75
54.8,127.75
51.8,123.25
49.8,116.75
47.3,111.25
45.3,105.25
42.8,101.75
37.3,96.25
30.8,91.25
23.3,86.75
19.3,82.25
16.8,78.25
13.8,71.25
13.8,64.25
9.8,55.25
9.8,45.75
12.3,39.75
16.8,35.75
22.3,29.25
26.3,25.25
31.3,20.75
