65.88,88.63
70.13,86.63
71.38,84.63
73.38,82.38
77.63,80.38
79.13,78.13
81.88,73.88
82.63,69.88
82.88,65.63
83.13,61.63
83.38,56.63
83.13,52.13
82.13,48.63
81.13,44.63
76.38,41.38
73.13,39.13
68.38,37.88
64.13,36.63
59.88,36.38
56.88,36.38
53.13,36.38
49.63,36.88
47.63,40.63
45.63,43.88
45.38,45.88
43.88,50.88
44.38,52.88
45.38,57.38
45.38,59.63
45.13,62.13
44.63,65.13
44.88,69.38
44.38,73.13
43.38,76.63
43.38,78.88
44.88,80.63
47.13,83.38
48.88,85.38
52.38,87.88
56.38,88.63
58.63,88.88
60.88,88.88
63.38,88.88
65.88,88.63
