60.8,16.75
66.8,12.75
76.8,11.25
89.3,11.25
98.3,11.25
103.3,10.25
108.3,10.25
115.3,9.75
121.3,9.75
124.8,13.25
126.3,17.75
124.8,22.75
122.8,29.75
123.3,34.25
120.3,39.25
120.3,44.25
119.3,49.75
118.3,54.25
118.3,55.25
115.8,58.75
112.3,63.25
109.3,66.75
105.3,69.25
101.8,72.75
99.3,75.75
94.8,77.25
91.8,79.25
87.8,79.75
83.8,79.25
81.8,80.75
79.8,83.75
74.8,85.25
70.8,85.25
65.8,85.25
61.8,85.25
54.8,84.25
50.3,82.25
41.3,78.25
38.8,80.25
36.3,82.25
35.3,85.25
34.3,90.75
32.3,93.25
28.8,94.75
24.3,97.25
17.8,93.75
12.3,85.25
9.8,74.25
12.8,64.25
17.8,57.75
23.3,48.75
33.8,42.25
38.3,35.25
43.3,30.75
47.3,25.75
52.3,22.25
60.8,16.75
