32.6,56.88
37.4,55.38
42.1,57.88
46.1,56.63
49.4,53.88
50.9,52.63
51.1,48.13
50.9,44.38
52.1,41.63
54.4,38.13
55.1,33.63
54.6,30.13
53.6,26.88
50.6,23.38
48.4,21.13
46.1,20.13
43.6,17.38
39.9,16.13
36.1,15.13
33.4,14.13
29.9,14.13
28.6,15.38
27.6,16.63
25.9,18.38
25.4,19.63
22.9,20.13
22.1,22.13
21.1,23.38
19.6,25.38
18.4,27.38
17.1,29.63
16.6,32.63
15.6,34.88
16.1,36.88
15.9,37.88
17.9,40.63
19.4,42.13
21.1,42.88
24.4,43.13
26.1,44.13
27.9,45.38
28.4,48.13
29.4,50.38
29.6,53.38
30.1,55.38
32.6,56.88
