45.8,119.75
47.8,126.75
52.3,134.25
56.3,142.25
63.3,146.75
72.3,153.25
79.8,156.75
87.8,159.25
93.8,156.75
99.3,152.75
102.3,146.25
103.3,139.75
107.3,132.25
106.8,120.25
101.8,110.25
99.3,100.25
95.3,93.25
91.8,87.25
90.3,79.25
86.3,69.25
80.8,63.75
77.3,55.25
75.8,47.75
71.3,44.25
64.3,40.75
57.8,35.25
54.3,26.75
48.3,22.75
42.3,17.75
38.3,14.25
32.8,12.25
27.3,10.25
22.3,10.25
17.3,11.75
13.8,14.75
11.3,20.25
9.8,27.75
12.3,32.75
13.8,37.25
15.3,43.25
15.3,47.25
15.8,53.75
16.3,58.25
16.8,62.75
18.3,67.25
19.8,71.75
19.3,79.25
22.8,83.75
24.8,87.75
26.8,93.25
30.3,95.75
34.3,100.25
37.8,104.75
38.8,109.75
43.3,114.25
45.8,119.75
