38.3,110.3
43.3,116.8
47.3,122.8
50.3,124.8
55.3,126.8
58.8,129.3
62.3,132.3
66.3,133.3
70.3,135.3
75.3,137.8
79.3,136.8
84.3,136.3
86.8,133.3
88.3,128.3
89.8,123.3
92.8,119.3
96.8,117.3
100.3,112.8
101.3,108.8
101.3,103.8
97.8,99.8
94.8,94.3
92.3,88.8
89.8,83.3
86.3,81.3
84.8,80.3
80.8,75.8
78.3,70.8
76.3,67.3
74.3,65.3
69.8,63.25
65.3,63.25
62.8,63.25
58.8,63.25
55.8,64.8
51.3,66.3
45.8,70.3
44.3,71.8
41.8,73.3
40.8,75.3
38.3,78.8
37.3,80.8
34.3,84.8
33.3,87.8
32.8,91.8
32.8,95.8
33.8,100.3
34.3,103.8
38.3,110.3
