62.6,99.13
69.1,100.13
75.6,102.13
82.1,101.63
87.6,102.13
92.1,102.13
99.1,99.63
104.1,96.63
107.6,93.13
111.6,88.13
112.6,84.13
113.1,79.63
114.1,75.13
115.1,68.63
114.6,63.63
114.6,58.13
114.1,54.63
113.1,50.13
112.6,44.63
111.6,39.13
110.1,35.63
109.1,31.13
107.6,26.13
105.1,24.13
102.1,20.13
98.6,17.63
94.1,15.13
89.6,13.63
87.1,12.13
82.6,11.13
79.1,10.63
75.1,10.13
72.1,11.63
68.6,13.13
65.6,13.13
61.6,13.13
59.1,13.63
56.6,14.13
55.6,14.13
52.1,14.13
50.1,16.13
48.1,15.63
44.1,17.13
42.1,17.13
40.6,20.13
38.1,21.13
36.6,23.13
34.1,25.13
32.6,27.63
29.1,29.13
25.6,30.63
23.6,31.63
21.1,32.63
19.6,35.13
18.1,37.13
16.1,39.13
16.1,41.63
13.6,44.13
12.5,45.5
10.3,50.5
9.8,54.75
11,58.75
13.6,60.13
13.6,62.13
14.6,65.63
14,68
16.3,71.75
18,77
17.8,76.5
18,78.75
21.5,82.25
25.5,86.5
30,90
34.8,90.75
39.6,91.13
43.1,92.63
46.6,93.63
51.1,96.63
55.1,97.63
60.6,98.13
62.6,99.13
