128.25,10.25
141.25,10.75
156.25,13.75
170.25,16.25
179.75,18.25
188.75,21.75
196.25,27.25
202.75,34.25
200.25,45.25
197.75,54.75
194.75,61.75
186.75,68.75
180.25,73.75
168.75,77.75
156.75,84.75
146.75,89.25
138.25,94.25
130.25,97.75
120.25,102.75
110.75,105.25
98.25,104.25
83.25,100.25
69.25,96.75
51.75,93.75
41.75,90.25
26.25,85.75
17.75,78.75
10.75,72.75
9.75,61.25
12.75,51.25
18.25,43.75
24.25,39.75
30.75,35.25
44.25,29.75
55.25,24.25
68.25,20.75
77.25,18.25
93.75,15.75
108.25,14.25
119.25,12.75
128.25,10.25
