127.25,26.25
132.75,32.75
144.75,44.25
151.75,55.25
156.75,64.75
158.75,69.75
165.25,85.25
167.75,98.75
167.75,105.25
153.25,123.75
147.25,133.25
137.75,145.25
124.75,157.75
121.25,162.25
113.75,176.25
104.25,187.25
94.25,192.25
83.75,196.75
70.75,198.75
53.75,193.25
30.25,185.75
21.25,177.75
15.75,167.25
15.25,157.25
16.75,144.75
15.75,135.25
12.75,122.25
11.75,108.75
12.25,100.75
11.75,89.25
9.75,73.25
10.25,63.75
11.25,52.25
14.25,40.25
15.75,29.75
18.75,20.25
25.25,12.25
35.75,10.25
42.75,10.25
57.25,13.25
71.25,15.75
83.25,16.75
98.25,19.75
110.75,22.75
127.25,26.25
