143,12.62
155,11.87
171.5,9.62
184.3,11.87
200,14.87
213.5,17.12
229.3,22.37
236,26.87
240.5,35.12
242.8,47.12
235.3,59.87
230.8,71.12
226.3,83.12
221,98.12
218.8,113.87
218.8,125.87
221,137.12
224,149.87
221,155.87
214.3,161.87
204.5,170.12
192.5,179.12
181.3,184.37
168.5,191.12
154.3,197.87
146,201.62
138.5,204.62
125,206.87
116.8,207.62
108.5,206.12
97.3,203.12
83.8,200.87
68,195.62
56.8,191.12
44.8,185.87
32,182.12
23,176.12
18.5,170.12
13.3,163.37
10.3,149.12
13.3,124.37
17.8,113.12
25.3,95.12
29.8,80.12
37.3,66.62
44,56.87
52.3,47.87
58.3,39.62
64.3,34.37
77,24.62
83.8,16.37
92,13.37
104,11.12
118.3,12.62
132.5,14.12
143,12.62
