121.5,18.625
144,14.875
165,9.625
190.5,11.875
207.75,16.375
211.5,35.125
213,51.63
208.5,63.63
202.5,78.63
195.75,89.88
181.5,104.88
173.25,116.13
163.5,127.38
154.5,135.63
139.5,146.88
132,149.88
120.75,155.13
108,160.38
96.75,162.63
88.5,165.63
75.75,167.13
63,168.63
53.25,170.13
41.25,173.88
27,175.38
9.75,173.13
9.75,162.63
14.25,155.13
19.5,149.13
24,142.38
27,134.88
31.5,118.38
37.5,107.13
40.5,96.63
45.75,86.88
52.5,77.13
60,66.63
66,57.63
72.75,49.38
82.04,43.52
91.5,33.625
107.25,23.125
121.5,18.625
