177.5,42
208.5,53
228.5,63
250.5,75
260.5,82
273.5,100
279.5,117
288.5,147
290.5,157
296.5,191
296.5,217
294.5,234
292.5,243
290.5,264
290.5,270
293.5,285
293.5,295
287.5,308
277.5,312
260.5,314
250.5,318
236.5,321
221.5,326
211.5,329
194.5,332
179.5,332
167.5,332
148.5,335
113.5,328
95.5,326
69.5,315
50.5,304
32.5,290
20.5,273
11.5,246
9.5,220
10.5,193
11.5,171
16.5,153
23.5,137
31.5,122
40.5,106
42.5,94
47.5,80
53.5,62
58.5,46
64.5,34
68.5,25
76.5,19
90.5,12
112.5,10
127.5,12
142.5,19
158.5,33
177.5,42
