200.6,123.13
203.1,121.63
206.4,119.88
211.1,117.63
214.6,116.63
219.9,117.13
224.9,118.13
229.9,118.88
235.4,119.63
242.9,121.38
244.6,121.63
248.4,124.38
250.9,127.13
253.6,130.88
254.9,135.38
255.4,140.88
255.9,145.63
255.6,150.64
255.1,157.63
253.9,160.13
250.4,161.88
244.9,164.13
240.1,165.88
236.9,167.13
231.4,167.38
224.4,166.88
218.6,166.13
213.6,165.88
208.4,165.63
204.4,163.63
202.4,158.88
201.1,155.88
195.1,151.38
191.6,147.38
190.9,141.13
191.4,137.13
192.9,130.38
195.6,124.88
198.1,123.38
200.6,123.13
