29.8,268.25
30.8,253.25
34.8,234.25
44.8,213.25
53.8,196.25
64.8,180.25
72.8,163.25
73.8,149.25
80.8,134.25
79.8,114.25
97.8,105.25
113.8,90.25
127.8,78.25
138.8,65.25
148.8,56.25
166.8,48.25
176.8,28.25
190.8,21.25
212.8,15.25
226.8,12.25
249.8,10.25
268.8,17.25
283.8,28.25
298.8,46.25
308.8,59.25
313.8,66.25
324.8,92.25
327.8,102.25
334.8,118.25
337.8,143.25
337.8,162.25
339.8,191.25
337.8,201.25
337.8,227.25
330.8,244.25
323.8,270.25
320.8,287.25
312.8,322.25
312.8,367.25
314.8,379.25
311.8,403.3
299.8,420.3
293.8,428.3
281.8,450.3
281.8,464.3
278.8,479.3
259.8,484.3
239.8,480.3
226.8,482.3
207.8,492.3
197.8,498.3
185.8,491.3
170.8,480.3
161.8,473.3
147.8,465.3
132.8,459.3
117.8,451.3
94.8,435.3
80.8,433.3
54.8,422.3
34.8,414.3
16.8,407.3
9.8,395.25
9.8,380.25
14.8,366.25
21.8,339.25
21.8,323.25
27.8,310.25
30.8,289.25
29.8,268.25
