104.5,40.5
126.5,31.5
141.5,23.5
159.5,16.5
178.5,10.5
192.5,9.5
200.5,24.5
208.5,35.5
205.5,51.5
214.5,63.5
230.5,78.5
239.5,91.5
253.5,105.5
264.5,120.5
272.5,133.5
277.5,151.5
275.5,163.5
263.5,184.5
249.5,194.5
236.5,206.5
223.5,220.5
207.5,233.5
204.5,240.5
192.5,251.5
179.5,264.5
167.5,272.5
154.5,271.5
134.5,263.5
113.5,256.5
98.5,246.5
84.5,236.5
75.5,236.5
64.5,232.5
51.5,212.5
39.5,194.5
30.5,180.5
26.5,167.5
19.5,144.5
19.5,135.5
15.5,119.5
9.5,108.5
19.5,99.5
22.5,83.5
26.5,75.5
40.5,69.5
60.5,61.5
76.5,56.5
92.5,47.5
104.5,40.5
