50.38,107.88
54.38,106.13
58.63,104.63
66.13,103.63
72.38,103.63
76.38,103.63
81.63,103.63
87.13,105.63
91.63,107.38
97.4,109.88
102.6,111.38
107.6,115.13
110.9,118.88
112.9,123.38
114.1,127.88
114.1,134.88
113.1,137.88
111.6,139.88
108.9,143.13
103.9,144.13
101.4,144.88
97.6,146.88
93.4,147.38
89.38,148.38
83.63,148.63
77.63,148.63
72.63,148.63
66.63,148.13
60.38,147.63
53.88,144.88
49.38,142.38
45.13,138.63
41.38,136.38
40.63,133.13
39.13,126.63
39.63,122.63
42.38,116.88
45.13,113.38
47.88,110.38
50.38,107.88
