164.5,10.5
182.5,14.5
198.5,22.5
213.5,26.5
233.5,36.5
250.5,41.5
276.5,52.5
291.5,62.5
305.5,72.5
322.5,84.5
329.5,96.5
328.5,109.5
323.5,119.5
312.5,137.5
312.5,154.5
307.5,171.5
302.5,188.5
296.5,202.5
285.5,220.5
280.5,235.5
277.5,248.5
269.5,267.5
263.5,283.5
254.5,292.5
247.5,284.5
234.5,264.5
229.5,255.5
218.5,247.5
201.5,243.5
175.5,233.5
159.5,233.5
143.5,235.5
126.5,240.5
108.5,239.5
94.5,232.5
76.5,220.5
60.5,208.5
41.5,191.5
26.5,172.5
12.5,152.5
9.5,140.5
11.5,121.5
14.5,104.5
19.5,86.5
26.5,67.5
35.5,54.5
47.5,41.5
61.5,37.5
83.5,30.5
105.5,26.5
120.5,18.5
131.5,14.5
155.5,9.5
164.5,10.5
